index,index at directory,label,link,number of tokens,number of verbs,number of subjunctive and imperative verbs,number of adjectives,number of singular first and second personal pronouns,number of plural first personal pronouns,number of pronouns,percentage of news with speeling errors,emotiveness,diversity
2158,924-meta.txt,fake,https://www.diariodobrasil.org/coreia-do-norte-coloca-exercito-em-estado-de-prontidao/,218,34,5,14,0,0,13,0.0,0.238095,0.705263
2159,2533-meta.txt,fake,https://www.diariodobrasil.org/lula-oferece-apoio-politico-para-os-senadores-salvem-dilma-e-eu-subo-no-palanque-com-voces/,123,18,1,4,1,0,8,0.0,0.142857,0.719626
2160,1819-meta.txt,fake,https://www.diariodobrasil.org/o-mito-aos-86-anos-apresentador-surpreende-silvio-parou-seu-carro-e-deu-carona-para-um-fa/,77,12,0,4,0,0,4,0.0,0.142857,0.761194
2161,2371-meta.txt,fake,https://www.diariodobrasil.org/torcedoras-denunciam-que-autoridades-estao-censurando-cartazes-de-fora-temer-em-locais-de-jogos-olimpicos04/,207,40,2,4,0,0,15,0.0,0.17284,0.736842
2162,2959-meta.txt,fake,https://www.diariodobrasil.org/deputado-busato-o-politico-que-nao-comparecer-na-votacao-do-impeachment-e-corrupto-ou-covarde/,137,25,4,7,0,0,5,0.00892857,0.220339,0.732143
2163,2448-meta.txt,fake,https://www.diariodobrasil.org/apos-assaltar-a-petrobras-barusco-zomba-da-justica-e-pede-para-cumprir-pena-em-casa-de-praia/,180,20,0,6,0,0,5,0.0,0.112676,0.654088
2164,3429-meta.txt,fake,https://www.diariodobrasil.org/tiririca-se-irrita-ao-ser-citado-na-linha-sucessoria-presidencial-estou-bem-aqui-la-em-cima-ja-tem-muitos-palhacos/,387,60,6,26,6,0,35,0.0,0.390071,0.598266
2165,629-meta.txt,fake,https://www.diariodobrasil.org/chega-o-brasileiro-se-cansou-da-globo-e-hashtag-globolixo-atinge-o-topo-do-twitter/,201,26,0,11,0,0,15,0.0122699,0.246753,0.711656
2166,3338-meta.txt,fake,https://www.diariodobrasil.org/levantamento-mostra-que-governo-dilma-torrou-quase-r-500-milhoes-com-publicidade-em-2015/,460,53,1,27,0,0,14,0.00253165,0.18232,0.567089
2167,1109-meta.txt,fake,https://www.diariodobrasil.org/esquerdopata-fanatico-inferniza-a-vida-de-alexandre-garcia-em-aeroporto-de-brasilia/,170,26,1,10,0,0,8,0.0,0.215385,0.702899
2168,1779-meta.txt,fake,https://www.diariodobrasil.org/bolsonaro-cogita-parceria-com-evangelicos-nas-eleicoes-de-2018/,142,20,0,10,1,0,3,0.0,0.296296,0.739837
2169,2102-meta.txt,fake,https://www.diariodobrasil.org/sergio-moro-determina-transferencia-de-ex-assessor-de-palocci-ele-tentou-suicidio-na-cadeia-de-curitiba/,114,22,1,2,0,0,3,0.0,0.0357143,0.654206
2170,2300-meta.txt,fake,https://www.diariodobrasil.org/governadora-de-roraima-faz-a-festa-e-nomeia-19-parentes-para-cargos-de-confianca/,223,23,1,8,0,0,3,0.0,0.121212,0.675532
2171,854-meta.txt,fake,https://www.diariodobrasil.org/coreia-do-sul-reage-a-lancamento-de-missil-e-bombardeia-fronteira-com-o-norte-usando-cacas-f15/,235,23,0,16,0,0,4,0.0,0.247312,0.678899
2172,2278-meta.txt,fake,https://www.diariodobrasil.org/senadores-continuam-protagonizando-baixaria-caiado-diz-para-lindbergh-parar-de-cheirar-e-fazer-antidoping/,140,32,0,5,1,0,9,0.0,0.180328,0.689655
2173,2245-meta.txt,fake,https://www.diariodobrasil.org/deputado-interrompe-sessao-do-impeachment-com-gritos-de-golpista-e-aquele-dos-dolares-na-cueca/,287,31,3,7,1,0,9,0.0,0.128205,0.591093
2174,1585-meta.txt,fake,https://www.diariodobrasil.org/depen-do-parana-informa-que-cunha-se-recusa-a-fazer-exames-para-comprovar-aneurisma-cerebral/,236,33,2,11,0,0,14,0.00485437,0.227273,0.645631
2175,724-meta.txt,fake,https://www.diariodobrasil.org/cinco-dias-apos-assumir-a-pgr-equipe-de-raquel-dodge-ja-tem-o-primeiro-escandalo/,197,30,0,5,0,0,8,0.0,0.146341,0.652941
2176,3536-meta.txt,fake,https://www.diariodobrasil.org/sobre-o-atentado-em-paris-dilma-defende-diplomacia-para-lidar-com-o-estado-islamico/,190,30,1,9,0,0,9,0.00632911,0.226667,0.721519
2177,2688-meta.txt,fake,https://www.diariodobrasil.org/eua-sofre-o-maior-ataque-depois-do-11-de-setembro-massacre-deixa-50-mortos-e-53-feridos/,257,35,0,11,0,0,5,0.0,0.223404,0.586667
2178,534-meta.txt,fake,https://www.diariodobrasil.org/roberto-justus-e-dr-robert-rey-brasil-tera-candidatos-milionarios-na-disputa-de-2018/,203,27,2,10,0,0,9,0.0,0.342466,0.738372
2179,3072-meta.txt,fake,https://www.diariodobrasil.org/pgr-vai-abrir-inquerito-contra-dilma-por-obstrucao-de-investigacao-judicial/,110,16,1,2,0,0,6,0.0,0.1875,0.699029
2180,1297-meta.txt,fake,https://www.diariodobrasil.org/russo-de-21-anos-e-o-principal-suspeito-de-ser-o-criador-do-desafio-da-baleia-azul/,507,79,3,33,0,0,31,0.0,0.239796,0.627907
2181,3348-meta.txt,fake,https://www.diariodobrasil.org/em-2013-um-internauta-denunciou-uma-suposta-fraude-na-loteria-do-governo/,382,42,1,15,2,0,17,0.00943396,0.205882,0.666667
2182,2850-meta.txt,fake,https://www.diariodobrasil.org/dilma-condena-michel-temer-e-diz-que-a-guerrilheira-vai-lutar-ate-o-fim/,175,26,1,4,0,0,3,0.0,0.147059,0.689655
2183,781-meta.txt,fake,https://www.diariodobrasil.org/se-trump-nos-atacar-vamos-reduzir-os-eua-a-cinzas/,461,61,6,35,0,1,13,0.00493827,0.244444,0.592593
2184,322-meta.txt,fake,https://www.diariodobrasil.org/desembargador-victor-laus-em-algum-momento-lula-perdeu-o-rumo/,101,11,0,2,0,0,6,0.0,0.105263,0.666667
2185,2806-meta.txt,fake,https://www.diariodobrasil.org/ministro-do-supremo-diz-que-lula-esta-mais-enrolado-que-rabo-de-leitao/,263,37,0,4,0,0,7,0.0,0.113208,0.626087
2186,2139-meta.txt,fake,https://www.diariodobrasil.org/indio-que-contracenou-com-montagner-da-entrevista-e-afirma-durante-um-ritual-eu-percebi-que-ele-teria-vida-curta/,188,30,0,5,1,0,9,0.0,0.115385,0.56051
2187,2326-meta.txt,fake,https://www.diariodobrasil.org/dilma-ja-aceita-derrota-e-tem-discurso-preparado-para-soltar-em-cadeia-nacional/,118,21,0,7,0,0,2,0.0,0.285714,0.695238
2188,2273-meta.txt,fake,https://www.diariodobrasil.org/de-acordo-com-a-lava-jato-empreiteiros-chamavam-o-casal-presidencial-de-chefe-e-madame/,210,34,3,8,0,0,6,0.0,0.133333,0.595506
2189,1187-meta.txt,fake,https://www.diariodobrasil.org/circuito-interno-do-ministerio-da-cultura-mostra-vandalos-quebrando-tudo/,140,24,0,7,0,0,7,0.0172414,0.267857,0.741379
2190,3527-meta.txt,fake,https://www.diariodobrasil.org/ministra-do-pt-viaja-para-a-china-e-fecha-acordo-para-exportar-1-milhao-de-jumentos-por-ano/,171,24,0,5,0,1,9,0.00675676,0.126761,0.628378
2191,1951-meta.txt,fake,https://www.diariodobrasil.org/rede-social-incomoda-o-governo-federal-planalto-quer-censurar-emojis/,124,21,0,4,0,0,7,0.0196078,0.14,0.754902
2192,3292-meta.txt,fake,https://www.diariodobrasil.org/dilma-descobre-que-pablo-escobar-da-netflix-era-de-mentirinha-e-cancela-convite-oficial/,181,28,0,5,3,0,14,0.0129032,0.189189,0.703226
2193,2878-meta.txt,fake,https://www.diariodobrasil.org/urgente-4a-vara-criminal-de-sp-envia-pedido-de-prisao-de-lula-a-sergio-moro/,120,12,0,6,0,0,1,0.0,0.145833,0.636364
2194,2573-meta.txt,fake,https://www.diariodobrasil.org/falta-de-educacao-gleisi-quebra-barraco-manda-advogada-calar-a-boca-e-todos-se-assustam/,190,35,5,7,0,0,14,0.0,0.222222,0.660377
2195,3459-meta.txt,fake,https://www.diariodobrasil.org/ex-marido-de-dilma-a-gente-assaltava-bancos-e-roubava-quarteis-para-pegar-armas-era-muito-romantico/,50,6,0,1,0,0,0,0.0,0.0909091,0.842105
2196,1174-meta.txt,fake,https://www.diariodobrasil.org/de-acordo-com-juiz-lula-chamava-seu-instituto-de-posto-ipiranga-ali-tinha-de-tudo/,143,19,2,7,0,0,8,0.0,0.22,0.745763
2197,885-meta.txt,fake,https://www.diariodobrasil.org/juri-da-california-condena-johnson-johnson-a-indenizar-vitima-de-cancer-em-r-13-bilhao/,596,77,1,23,0,0,25,0.00194175,0.162281,0.516505
2198,3104-meta.txt,fake,https://www.diariodobrasil.org/urgente-ministerio-publico-de-sp-pede-a-prisao-preventiva-de-lula-e-outros-seis-denunciados/,127,15,0,7,0,0,4,0.0181818,0.170213,0.727273
2199,3432-meta.txt,fake,https://www.diariodobrasil.org/nunca-antes-na-historia-desse-pais-um-vice-deu-um-pe-no-traseiro-de-um-presidente/,69,8,0,4,0,0,3,0.0,0.291667,0.8
2200,2657-meta.txt,fake,https://www.diariodobrasil.org/tcu-acaba-com-a-pataquada-de-dilma-em-2015-foram-23-irregularidades-totalizando-r-260-bilhoes/,137,20,0,5,0,0,4,0.00847458,0.160714,0.669492
2201,1839-meta.txt,fake,https://www.diariodobrasil.org/justica-e-denunciado-por-lavagem-de-dinheiro-e-corrupcao-passiva-pgr-quer-a-perda-da-funcao-publica-do-senador/,156,18,0,7,0,0,3,0.0,0.225806,0.677165
2202,3579-meta.txt,fake,https://www.diariodobrasil.org/comandante-dos-dragoes-da-independencia-convoca-populacao-para-ocupar-brasilia-no-dia-1511/,60,5,1,1,0,3,5,0.0,0.105263,0.88
2203,2460-meta.txt,fake,https://www.diariodobrasil.org/bombagira-esquadrao-antibomba-e-chamado-para-desativar-macumba/,121,19,0,2,0,0,2,0.0,0.117647,0.813725
2204,210-meta.txt,fake,http://www.thejornalbrasil.com.br/2017/02/michel-temer-propoe-fim-do-carnaval-por.html,111,17,0,7,0,0,5,0.0103093,0.309524,0.773196
2205,564-meta.txt,fake,https://www.diariodobrasil.org/coreia-faz-desfile-com-homens-bomba-vamos-espancar-o-louco-do-trump-com-punhos-nucleares/,477,57,1,37,0,1,21,0.00941176,0.269663,0.545882
2206,707-meta.txt,fake,https://www.diariodobrasil.org/empregar-as-ffaa-no-rj-sem-dar-autonomia-a-nossos-comandantes-e-um-crime/,374,56,8,25,0,0,36,0.0,0.323308,0.656627
2207,2215-meta.txt,fake,https://www.diariodobrasil.org/dinheiro-do-seu-imposto-mst-e-mtst-receberam-mais-de-r-232-milhoes-nos-governos-petistas/,137,14,0,6,0,0,8,0.0,0.288889,0.783784
2208,2159-meta.txt,fake,https://www.diariodobrasil.org/fez-coisas-boas-para-o-pais-mas-acha-que-tem-salvo-conduto-para-cometer-atos-ilicitos23/,88,19,1,5,0,0,5,0.0,0.146341,0.820513
2209,25-meta.txt,fake,https://afolhabrasil.com.br/politica/marido-de-dilma-acaba-de-morrer-sera-que-mataram/,234,34,1,9,0,0,9,0.0,0.147368,0.67
2210,38-meta.txt,fake,https://afolhabrasil.com.br/politica/lula-morreu-pesquisa-mostra-como-lula-morreu-politicamente/,558,81,4,22,0,0,28,0.00202429,0.294118,0.541752
2211,542-meta.txt,fake,https://www.diariodobrasil.org/radar-mostra-aeronave-militar-dos-eua-se-deslocando-em-direcao-a-coreia-do-norte/,523,65,5,36,0,0,16,0.0021322,0.242574,0.575693
2212,3530-meta.txt,fake,https://www.diariodobrasil.org/deputado-do-psdb-propoe-lei-para-obrigar-entregas-mais-rapidas-de-pizzas-e-sanduiches/,272,28,1,15,0,0,14,0.0125523,0.216981,0.661088
2213,861-meta.txt,fake,https://www.diariodobrasil.org/uma-ilha-em-angra-colunista-social-divulga-possivel-elo-entre-empresario-e-lulinha-da-silva/,237,21,1,12,0,0,10,0.00495049,0.223529,0.633663
2214,1443-meta.txt,fake,https://www.diariodobrasil.org/agente-penitenciaria-recebe-punicao-porque-chamou-esposa-de-cabral-de-detenta/,151,22,1,7,0,0,5,0.0,0.180328,0.697674
2215,3128-meta.txt,fake,https://www.diariodobrasil.org/relembrando-eles-que-enfiem-no-todo-o-processo/,99,15,2,4,0,0,6,0.0,0.27027,0.682927
2216,390-meta.txt,fake,https://www.diariodobrasil.org/cortella-uma-nacao-nao-pode-admitir-que-um-presidente-tenha-uma-falta-de-educacao-dessa-natureza23/,144,28,0,5,0,0,19,0.0,0.314815,0.745902
2217,3090-meta.txt,fake,https://www.diariodobrasil.org/profecia-de-lula-dita-em-1988-podera-se-concretizar-amanha/,273,38,1,14,0,0,11,0.0041841,0.221154,0.644351
2218,2963-meta.txt,fake,https://www.diariodobrasil.org/o-pt-e-uma-bagunca-so-deputado-que-chamou-temer-de-golpista-e-aquele-dos-dolares-na-cueca/,211,21,2,3,0,0,5,0.0,0.104651,0.612903
2219,2829-meta.txt,fake,https://www.diariodobrasil.org/petista-leticia-sabatella-vai-ate-roma-denunciar-suposto-golpe-de-estado-e-e-surpreendida/,198,28,1,11,1,0,6,0.00568182,0.2,0.710227
2220,2043-meta.txt,fake,https://www.diariodobrasil.org/hackers-invadem-sistema-de-porta-avioes-americano-twitter-fora-do-ar-em-todo-o-planeta-sera-uma-coincidencia/,180,19,0,7,0,0,5,0.0,0.202703,0.681529
2221,2862-meta.txt,fake,https://www.diariodobrasil.org/aecio-neves-e-destaque-no-antagonista-delacao-da-oas-podera-enterrar-politicamente-o-senador/,203,35,1,3,0,0,7,0.00568182,0.13253,0.715909
2222,2166-meta.txt,fake,https://www.diariodobrasil.org/urgente-ator-da-novela-velho-chico-desaparece-no-rio-sao-francisco-durante-as-gravacoes/,147,19,0,4,0,0,4,0.0151515,0.0757576,0.719697
2223,1928-meta.txt,fake,https://www.diariodobrasil.org/justica-da-espanha-quer-a-prisao-e-o-fim-da-carreira-de-neymar/,161,14,0,4,0,0,5,0.0,0.0735294,0.676056
2224,2764-meta.txt,fake,https://www.diariodobrasil.org/assista-video-de-lula-dizendo-que-nicolas-maduro-tem-amor-pelo-seu-povo-lula-e-um-monstro/,97,14,3,4,0,0,6,0.0,0.1,0.722892
2225,1551-meta.txt,fake,https://www.diariodobrasil.org/juca-diz-que-todo-mundo-esta-citado-na-lava-jato-execucao-de-politicos-em-praca-publica-resolve/,183,33,2,10,0,0,9,0.0,0.338028,0.624204
2226,134-meta.txt,fake,https://afolhabrasil.com.br/politica/psol-foi-ao-stf-para-legalizar-o-aborto-em-ate-12-semanas/,282,40,2,17,0,0,9,0.0,0.236842,0.603846
2227,806-meta.txt,fake,https://www.diariodobrasil.org/voos-sao-cancelados-na-florida-devido-ao-furacao-irma-silvio-santos-e-familia-estao-presos-no-pais/,209,30,1,11,0,0,8,0.0,0.280488,0.641711
2228,286-meta.txt,fake,https://www.diariodobrasil.org/disseram-para-dilma-que-o-email-dela-esta-armazenado-na-nuvem-vejam-a-confusao-ela-fez/,191,26,3,11,0,0,12,0.0318471,0.289855,0.675159
2229,2290-meta.txt,fake,https://www.diariodobrasil.org/campanha-paralimpica-com-atores-globais-supostamente-amputados-revolta-internet/,93,17,0,5,0,0,0,0.0123457,0.190476,0.802469
2230,940-meta.txt,fake,https://www.diariodobrasil.org/prevendo-ataque-nuclear-japao-realiza-treinamentos-de-evacuacao-em-massa/,195,27,2,14,0,0,5,0.0,0.178571,0.649425
2231,2457-meta.txt,fake,https://www.diariodobrasil.org/impeachmania-dilma-e-lula-batem-novo-recorde-e-juntos-somam-102-pedidos-de-impeachent/,163,22,0,3,0,0,8,0.00719424,0.119403,0.683453
2232,3192-meta.txt,fake,https://www.diariodobrasil.org/epoca-confirma-de-acordo-com-o-mpf-lula-praticou-trafico-de-influencia-em-favor-da-odebrecht/,269,31,1,6,0,0,3,0.00843882,0.153846,0.599156
2233,1805-meta.txt,fake,https://www.diariodobrasil.org/ex-presidente-da-andrade-gutierrez-confirma-diante-de-ameacas-paguei-propina-para-a-chapa-dilmatemer/,154,18,1,3,0,0,1,0.0,0.101695,0.621212
2234,1515-meta.txt,fake,https://www.diariodobrasil.org/delacao-de-marcelo-odebrecht-vai-demolir-lula-e-dilma-sem-propinas-nao-existiria-o-pt25/,322,40,2,23,0,0,12,0.00334448,0.255639,0.602007
2235,1171-meta.txt,fake,https://www.diariodobrasil.org/cuidado-voce-esta-sendo-manipulado-votacao-do-fim-do-foro-no-senado-e-conversa-pra-boi-dormir/,162,25,1,9,0,0,7,0.0,0.305085,0.708029
2236,552-meta.txt,fake,https://www.diariodobrasil.org/isso-e-brasil-governo-disponibiliza-duas-babas-do-exercito-para-proteger-filho-de-temer/,186,24,0,10,0,0,5,0.00671141,0.164384,0.738255
2237,1780-meta.txt,fake,https://www.diariodobrasil.org/caiu-a-republica-do-pao-de-queijo-mineirinho-e-apontado-como-beneficiario-de-r-15-milhoes-da-odebrecht/,182,18,1,5,0,0,4,0.0,0.153846,0.686275
2238,3209-meta.txt,fake,https://www.diariodobrasil.org/audio-estranho-vaza-no-youtube-a-parte-financeira-ninguem-mexeu-so-eu-o-lula-e-o-emilio-odebrecht/,230,28,1,8,2,0,12,0.0157895,0.22619,0.6
2239,2119-meta.txt,fake,https://www.diariodobrasil.org/irmaos-castro-recebiam-dinheiro-de-pablo-escobar-cuba-era-rota-do-crime-disse-ex-lider-do-cartel-de-medellin/,414,54,2,15,1,0,15,0.0,0.161677,0.606414
2240,3344-meta.txt,fake,https://www.diariodobrasil.org/neymar-pode-ser-preso-a-qualquer-momento-na-espanha-pelos-crimes-de-corrupcao-e-fraude/,218,24,0,4,0,0,6,0.0104167,0.113636,0.666667
2241,2164-meta.txt,fake,https://www.diariodobrasil.org/acredite-se-quiser-grupo-ligado-a-lula-e-ao-pt-conseguiu-sumir-com-dois-navios-sonda23/,413,43,2,9,0,0,11,0.00828729,0.109756,0.596685
2242,98-meta.txt,fake,https://afolhabrasil.com.br/politica/senado-quer-criminalizar-o-funk-no-brasil/,574,79,3,23,3,0,26,0.0147679,0.219178,0.586498
2243,1996-meta.txt,fake,https://www.diariodobrasil.org/projeto-de-lei-propoe-salario-vitalicio-de-r-15-mil-para-vereadores-do-rj/,114,14,2,4,0,0,3,0.0,0.190476,0.673469
2244,439-meta.txt,fake,https://www.diariodobrasil.org/ex-deputado-federal-causa-grave-acidente-e-apanha-de-populares-video-mostra-embriaguez/,327,51,0,6,1,0,20,0.0,0.0884354,0.632302
2245,1576-meta.txt,fake,https://www.diariodobrasil.org/valdo-cruz-vem-ai-a-delacao-do-fim-do-mundo-varios-politicos-ja-estao-se-escondendo-em-seus-gabinetes11/,250,37,0,4,1,0,16,0.0,0.166667,0.595238
2246,2705-meta.txt,fake,https://www.diariodobrasil.org/presidente-do-pt-conclama-greve-geral-no-pais-pela-primeira-vez-vamos-ter-greve-de-quem-nao-trabalha/,177,17,0,7,0,0,5,0.00641026,0.176471,0.653846
2247,1733-meta.txt,fake,https://www.diariodobrasil.org/secretario-de-justica-do-rio-grande-do-norte-preso-tem-que-ser-tratado-como-preso-cadeia-nao-e-hotel/,188,33,0,1,0,0,6,0.0,0.157895,0.637584
2248,984-meta.txt,fake,https://www.diariodobrasil.org/pesquisa-cniibope-temer-entra-para-o-seleto-grupo-dos-piores-presidentes-de-todos-os-tempos/,285,32,2,17,0,0,12,0.0,0.198113,0.669355
2249,3268-meta.txt,fake,https://www.diariodobrasil.org/europol-faz-alerta-mundial-estado-islamico-pode-estar-planejando-ataque-em-massa-na-europa/,277,34,1,23,0,0,18,0.0,0.30303,0.658333
2250,477-meta.txt,fake,https://www.diariodobrasil.org/advogado-escreve-receita-de-pamonha-em-peticao-para-provar-que-juiz-nao-le-os-autos/,359,60,11,16,3,1,25,0.00319489,0.278571,0.651757
2251,1815-meta.txt,fake,https://www.diariodobrasil.org/em-video-doria-reforca-promessa-a-lula-sou-uma-pessoa-educada-vou-visita-lo-em-curitiba-e-levarei-chocolates/,110,18,2,4,0,0,4,0.0107527,0.0851064,0.688172
2252,3357-meta.txt,fake,https://www.diariodobrasil.org/um-governo-sem-controle-na-delegacia-ladroes-dizem-que-roubam-porque-o-pt-tambem-rouba/,97,21,1,2,0,1,10,0.0,0.225,0.790123
2253,1650-meta.txt,fake,https://www.diariodobrasil.org/asteroide-apocaliptico-atingira-a-terra-em-fevereiro-e-desencadeara-mega-tsunamis-devastadores-afirma-astronomo/,322,52,1,15,0,0,15,0.0106007,0.232558,0.568905
2254,1157-meta.txt,fake,https://www.diariodobrasil.org/crise-governo-de-mg-vai-comprar-queijo-de-r-326-o-kg-alem-de-camarao-vinho-chileno-e-cerveja-importada/,603,50,1,29,0,0,10,0.016632,0.194313,0.586279
2255,3556-meta.txt,fake,https://www.diariodobrasil.org/governo-repressor-e-comunista-usa-exercito-para-barrar-entrada-de-caminhoneiros-em-brasilia/,125,16,0,3,0,0,2,0.0,0.111111,0.696429
2256,1886-meta.txt,fake,https://www.diariodobrasil.org/midia-da-colombia-informa-que-piloto-da-lamia-nao-informou-a-torre-sobre-falta-de-combustivel/,293,43,1,9,0,0,15,0.00803213,0.159664,0.566265
2257,460-meta.txt,fake,https://www.diariodobrasil.org/contracheque-de-lula-mostrando-aposentadoria-excepcional-de-anistiado-viraliza-na-web/,346,47,0,17,0,0,12,0.00337838,0.253968,0.635135
2258,469-meta.txt,fake,https://www.diariodobrasil.org/vasectomia-pode-causar-perda-de-memoria-e-demencia-precoce-diz-estudo/,331,47,0,16,0,0,18,0.00357143,0.19403,0.621429
2259,2243-meta.txt,fake,https://www.diariodobrasil.org/dilma-esta-com-pressa-ela-quer-acabar-com-o-martirio-e-voltar-pra-casa/,111,25,0,3,1,0,5,0.0,0.130435,0.715909
2260,975-meta.txt,fake,https://www.diariodobrasil.org/a-politica-brasileira-e-uma-farsa-quem-manda-nesse-pais-e-financiador-de-campanha/,375,61,2,25,0,0,23,0.0,0.308219,0.578125
2261,3479-meta.txt,fake,https://www.diariodobrasil.org/australianos-sao-presos-por-posse-de-explosivos-em-aviao-da-gol-destino-seria-sao-paulo/,420,51,4,17,0,0,10,0.0243243,0.154762,0.610811
2262,1346-meta.txt,fake,https://www.diariodobrasil.org/embaixador-da-coreia-na-onu-os-eua-agem-como-gangsteres-trump-quer-o-inferno-e-tera/,210,31,1,10,0,0,9,0.00568182,0.13253,0.642045
2263,1041-meta.txt,fake,https://www.diariodobrasil.org/ex-zelador-do-triplex-sobre-lula-e-seus-advogados-bando-de-lixo-destruiram-minha-vida-video/,121,16,2,1,5,0,18,0.0,0.0909091,0.708738
2264,3247-meta.txt,fake,https://www.diariodobrasil.org/dengue-mato-grosso-do-sul-declara-estado-de-emergencia-sao-300-novos-casos-por-dia/,199,19,2,9,0,0,3,0.0116279,0.150685,0.674419
2265,2031-meta.txt,fake,https://www.diariodobrasil.org/jornal-americano-ironiza-os-imoveis-lula-um-triplex-um-sitio-e-agora-um-condominio-de-luxo-em-curitiba/,181,20,0,10,0,0,5,0.00649351,0.228571,0.662338
2266,1953-meta.txt,fake,https://www.diariodobrasil.org/cris-lobo-politicos-estao-amedrontados-a-prisao-de-cabral-foi-so-o-comeco-a-lava-jato-se-espalhou-pelo-pais/,193,22,1,12,0,0,12,0.0,0.30303,0.687117
2267,3129-meta.txt,fake,https://www.diariodobrasil.org/dinheiro-para-pagar-reformas-do-sitio-ficava-escondido-em-um-movel-disse-ex-assessor-do-planalto/,223,31,0,5,0,0,5,0.0,0.113402,0.605
2268,3098-meta.txt,fake,https://www.diariodobrasil.org/citado-3-vezes-na-lava-jato-aecio-diz-queparticipara-das-manifestacoes-de-amanha/,177,32,2,4,2,1,10,0.0070922,0.176471,0.70922
2269,3130-meta.txt,fake,https://www.diariodobrasil.org/o-recado-do-ministerio-publico-federal-para-lula-a-farra-acabou/,303,40,0,10,0,0,11,0.0,0.153846,0.59387
2270,415-meta.txt,fake,https://www.diariodobrasil.org/padre-rebelde-vira-a-cara-para-donald-trump-durante-cerimonia-religiosa/,214,30,3,12,0,0,16,0.0,0.337662,0.631868
2271,1249-meta.txt,fake,https://www.diariodobrasil.org/empresa-de-inteligencia-americana-alerta-o-mundo-deve-estar-preparado-para-uma-nova-guerra17/,353,50,3,24,0,0,22,0.0,0.300752,0.61
2272,348-meta.txt,fake,https://www.diariodobrasil.org/kajuru-publica-audio-e-diz-que-nao-tem-medo-de-morrer-mataram-o-teori-por-causa-da-lava-jato/,142,20,1,2,1,0,7,0.0,0.113208,0.577586
